ano;km;cambio;carroceria;combustivel;final_de_placa;cor;aceita_troca;todas_as_revisoes_feitas_pela_concessionaria;ipva_pago;licenciado;garantia_de_fabrica;nao_identificado;link;todas_as_revisoes_feitas_pela_agenda_do_carro;unico_dono;blindado;alienado
2013/2013;89.430;Manual;Hatchback;Gasolina e álcool;7;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/4-portas/2013/37197083?pos=p37197083g:&np=21;;Sim;;
2013/2013;89.430;Manual;Hatchback;Gasolina e álcool;7;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/4-portas/2013/37197083?pos=p37197083g:&np=21;;Sim;;
2013/2013;89.430;Manual;Hatchback;Gasolina e álcool;7;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/4-portas/2013/37197083?pos=p37197083g:&np=21;;Sim;;
2014/2015;60.452;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2014-2015/37202620?pos=s37202620g:&np=21;;;;
2014/2015;96.158;Automática;Hatchback;Gasolina e álcool;8;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2014-2015/37203227?pos=t37203227g:&np=21;Sim;;;
2014/2015;96.158;Automática;Hatchback;Gasolina e álcool;8;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2014-2015/37203227?pos=t37203227g:&np=21;Sim;;;
2014/2015;96.158;Automática;Hatchback;Gasolina e álcool;8;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2014-2015/37203227?pos=t37203227g:&np=21;Sim;;;
2014/2015;96.158;Automática;Hatchback;Gasolina e álcool;8;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2014-2015/37203227?pos=t37203227g:&np=21;Sim;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021-2022/37564837?pos=x37564837m:&np=21;;;;
2015/2015;44.100;Manual;Hatchback;Gasolina e álcool;0;Preto;Sim;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2015/35472031?pos=a35472031a:&np=22;Sim;Sim;;
2015/2015;44.100;Manual;Hatchback;Gasolina e álcool;0;Preto;Sim;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2015/35472031?pos=a35472031a:&np=22;Sim;Sim;;
2015/2015;44.100;Manual;Hatchback;Gasolina e álcool;0;Preto;Sim;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2015/35472031?pos=a35472031a:&np=22;Sim;Sim;;
2015/2015;44.100;Manual;Hatchback;Gasolina e álcool;0;Preto;Sim;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2015/35472031?pos=a35472031a:&np=22;Sim;Sim;;
2015/2015;44.100;Manual;Hatchback;Gasolina e álcool;0;Preto;Sim;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2015/35472031?pos=a35472031a:&np=22;Sim;Sim;;
2015/2015;44.100;Manual;Hatchback;Gasolina e álcool;0;Preto;Sim;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2015/35472031?pos=a35472031a:&np=22;Sim;Sim;;
2017/2017;69.000;Manual;Hatchback;Gasolina e álcool;4;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37220865?pos=g37220865g:&np=22;;Sim;;
2018/2018;36.100;Manual;Hatchback;Gasolina e álcool;8;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2018/37221008?pos=h37221008g:&np=22;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021-2022/37221232?pos=i37221232m:&np=22;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37221249?pos=j37221249m:&np=22;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2021-2022/37221352?pos=k37221352m:&np=22;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-evolution-automatico/4-portas/2021-2022/37221493?pos=l37221493m:&np=22;;;;
2021/2021;0;Automática;Hatchback;Gasolina e álcool;;Vermelho;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-diamond-plus-automatico/4-portas/2021/37221639?pos=m37221639m:&np=22;;;;
2021/2021;0;Automática;Hatchback;Gasolina e álcool;;Vermelho;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-diamond-plus-automatico/4-portas/2021/37221639?pos=m37221639m:&np=22;;;;
2017/2018;61.000;Manual;Hatchback;Gasolina e álcool;0;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2017-2018/37222207?pos=o37222207g:&np=22;;;;
2020/2021;6.000;Manual;Hatchback;Gasolina e álcool;2;Branco;Sim;;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020-2021/37225502?pos=p37225502g:&np=22;;Sim;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-sport-automatico/4-portas/2021-2022/37235504?pos=q37235504m:&np=22;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-manual/4-portas/2021-2022/37235538?pos=r37235538m:&np=22;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37235564?pos=s37235564m:&np=22;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37235564?pos=s37235564m:&np=22;;;;
2018/2019;26.395;Manual;Hatchback;Gasolina e álcool;3;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018-2019/37237402?pos=u37237402m:&np=22;;;;
2018/2019;26.395;Manual;Hatchback;Gasolina e álcool;3;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018-2019/37237402?pos=u37237402m:&np=22;;;;
2018/2019;26.395;Manual;Hatchback;Gasolina e álcool;3;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018-2019/37237402?pos=u37237402m:&np=22;;;;
2019/2019;47.765;Manual;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2019/37239684?pos=x37239684m:&np=22;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37242412?pos=a37242412g:&np=23;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37242412?pos=a37242412g:&np=23;;;;
2019/2019;40.000;Manual;Hatchback;Gasolina e álcool;2;Preto;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/3-portas/2019/37250840?pos=c37250840g:&np=23;;;;
2019/2019;40.000;Manual;Hatchback;Gasolina e álcool;2;Preto;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/3-portas/2019/37250840?pos=c37250840g:&np=23;;;;
2019/2019;32.000;Manual;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37252421?pos=e37252421g:&np=23;;;;
2019/2019;32.000;Manual;Hatchback;Gasolina e álcool;4;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37252421?pos=e37252421g:&np=23;;;;
2019/2019;45.000;Manual;Hatchback;Gasolina e álcool;4;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2019/37252441?pos=g37252441g:&np=23;;;;
2019/2019;45.000;Manual;Hatchback;Gasolina e álcool;4;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2019/37252441?pos=g37252441g:&np=23;;;;
2020/2021;14.000;Manual;Hatchback;Gasolina e álcool;6;Preto;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-evolution-manual/4-portas/2020-2021/37253149?pos=i37253149g:&np=23;;Sim;;
2015/2015;75.000;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015/37257886?pos=j37257886m:&np=23;;;;
2017/2017;84.553;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37259804?pos=k37259804g:&np=23;;;;
2017/2017;84.553;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37259804?pos=k37259804g:&np=23;;;;
2017/2017;84.553;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37259804?pos=k37259804g:&np=23;;;;
2017/2017;84.553;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37259804?pos=k37259804g:&np=23;;;;
2017/2017;84.553;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37259804?pos=k37259804g:&np=23;;;;
2017/2017;84.553;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37259804?pos=k37259804g:&np=23;;;;
2017/2017;84.553;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37259804?pos=k37259804g:&np=23;;;;
2017/2017;84.553;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37259804?pos=k37259804g:&np=23;;;;
2016/2017;64.340;Manual;Hatchback;Gasolina e álcool;6;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016-2017/37267837?pos=s37267837g:&np=23;;;;
2015/2016;89.640;Manual;Hatchback;Gasolina e álcool;8;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2015-2016/37268020?pos=t37268020g:&np=23;;;;
2018/2019;30.891;Automática;Hatchback;Gasolina e álcool;8;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37268086?pos=u37268086g:&np=23;Sim;;;
2018/2019;30.891;Automática;Hatchback;Gasolina e álcool;8;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37268086?pos=u37268086g:&np=23;Sim;;;
2018/2019;30.891;Automática;Hatchback;Gasolina e álcool;8;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018-2019/37268086?pos=u37268086g:&np=23;Sim;;;
2019/2020;59.000;Manual;Hatchback;Gasolina e álcool;7;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/3-portas/2019-2020/37268765?pos=x37268765g:&np=23;;;;
2019/2020;59.000;Manual;Hatchback;Gasolina e álcool;7;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/3-portas/2019-2020/37268765?pos=x37268765g:&np=23;;;;
2019/2020;59.000;Manual;Hatchback;Gasolina e álcool;7;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/3-portas/2019-2020/37268765?pos=x37268765g:&np=23;;;;
2016/2016;70.000;Manual;Hatchback;Gasolina e álcool;8;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2016/37272251?pos=c37272251g:&np=24;;;;
2016/2016;70.000;Manual;Hatchback;Gasolina e álcool;8;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2016/37272251?pos=c37272251g:&np=24;;;;
2018/2019;29.500;Manual;Hatchback;Gasolina e álcool;4;Cinza;;;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37276308?pos=e37276308a:&np=24;;Sim;;Sim
2012/2013;103.000;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2012-2013/37236994?pos=f37236994a:&np=24;;;;
2012/2013;103.000;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2012-2013/37236994?pos=f37236994a:&np=24;;;;
2012/2013;103.000;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2012-2013/37236994?pos=f37236994a:&np=24;;;;
2019/2020;2.924;Automática;Hatchback;Gasolina e álcool;5;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-diamond-automatico/2-portas/2019-2020/37282857?pos=i37282857g:&np=24;;;;
2019/2020;2.924;Automática;Hatchback;Gasolina e álcool;5;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-diamond-automatico/2-portas/2019-2020/37282857?pos=i37282857g:&np=24;;;;
2015/2015;53.720;Manual;Hatchback;Gasolina e álcool;4;Prata;;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015/37284210?pos=k37284210a:&np=24;Sim;Sim;;
2018/2018;55.000;Automática;Hatchback;Gasolina e álcool;3;Prata;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-r-spec-limited-16v-flex-4p-automatico/4-portas/2018/37287537?pos=l37287537g:&np=24;;Sim;;
2018/2019;74.000;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37288768?pos=m37288768g:&np=24;Sim;;;
2018/2019;74.000;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37288768?pos=m37288768g:&np=24;Sim;;;
2018/2019;74.000;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37288768?pos=m37288768g:&np=24;Sim;;;
2018/2019;74.000;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37288768?pos=m37288768g:&np=24;Sim;;;
2018/2019;19.000;Manual;Hatchback;Gasolina e álcool;4;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2018-2019/37291816?pos=q37291816g:&np=24;;Sim;;
2018/2019;19.000;Manual;Hatchback;Gasolina e álcool;4;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2018-2019/37291816?pos=q37291816g:&np=24;;Sim;;
2013/2014;99.957;Manual;Hatchback;Gasolina e álcool;4;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2013-2014/37294030?pos=s37294030g:&np=24;;;;
2019/2019;30.000;Manual;Hatchback;Gasolina e álcool;1;Branco;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37294567?pos=t37294567g:&np=24;Sim;;;
2016/2016;65.000;Manual;Hatchback;Gasolina e álcool;7;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-manual/0-portas/2016/37295121?pos=u37295121a:&np=24;;;;
2016/2016;65.000;Manual;Hatchback;Gasolina e álcool;7;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-manual/0-portas/2016/37295121?pos=u37295121a:&np=24;;;;
2016/2017;70.761;Automática;Hatchback;Gasolina e álcool;6;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2016-2017/37297614?pos=w37297614g:&np=24;;;;
2015/2015;71.000;Manual;Hatchback;Gasolina e álcool;4;Preto;;Sim;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015/37300180?pos=x37300180a:&np=24;Sim;Sim;;
2015/2015;71.000;Manual;Hatchback;Gasolina e álcool;4;Preto;;Sim;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015/37300180?pos=x37300180a:&np=24;Sim;Sim;;
2018/2019;35.700;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-copa-do-mundo-fifa-12v-flex-4p-manual/4-portas/2018-2019/37302183?pos=b37302183g:&np=25;;Sim;;
2016/2017;69.646;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016-2017/37303165?pos=c37303165m:&np=25;;;;
2016/2017;69.646;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016-2017/37303165?pos=c37303165m:&np=25;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Indefinida;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-sport-automatico/4-portas/2021-2022/37306585?pos=e37306585g:&np=25;;;;
2014/2015;129.000;Automática;Hatchback;Gasolina e álcool;8;Vermelho;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2014-2015/37308457?pos=f37308457g:&np=25;;Sim;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;6;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-evolution-automatico/4-portas/2021-2022/37310267?pos=g37310267m:&np=25;;;;
2017/2017;69.973;Manual;Hatchback;Gasolina e álcool;3;Preto;Sim;;;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37310562?pos=h37310562g:&np=25;;;;
2015/2015;54.500;Automática;Hatchback;Gasolina e álcool;7;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2015/37311533?pos=i37311533g:&np=25;;Sim;;
2015/2015;54.500;Automática;Hatchback;Gasolina e álcool;7;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2015/37311533?pos=i37311533g:&np=25;;Sim;;
2018/2019;41.323;Manual;Hatchback;Gasolina e álcool;4;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37316713?pos=k37316713g:&np=25;;Sim;;
2018/2019;41.323;Manual;Hatchback;Gasolina e álcool;4;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37316713?pos=k37316713g:&np=25;;Sim;;
2012/2013;87.900;Automática;Hatchback;Gasolina e álcool;6;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2012-2013/37319274?pos=m37319274g:&np=25;;;;
2012/2013;87.900;Automática;Hatchback;Gasolina e álcool;6;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-automatico/4-portas/2012-2013/37319274?pos=m37319274g:&np=25;;;;
2019/2019;57.346;Manual;Hatchback;Gasolina e álcool;6;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37320089?pos=o37320089g:&np=25;Sim;Sim;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37564983?pos=p37564983m:&np=25;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37564983?pos=p37564983m:&np=25;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37564983?pos=p37564983m:&np=25;;;;
2020/2020;51.000;Manual;Hatchback;Gasolina e álcool;8;Cinza;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020/37322093?pos=s37322093g:&np=25;;;;
2020/2020;52.600;Manual;Hatchback;Gasolina e álcool;8;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2020/37322607?pos=t37322607g:&np=25;;;;
2018/2018;81.236;Manual;Hatchback;Gasolina e álcool;3;Marrom;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/3-portas/2018/37322709?pos=u37322709g:&np=25;;;;
2018/2018;81.236;Manual;Hatchback;Gasolina e álcool;3;Marrom;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/3-portas/2018/37322709?pos=u37322709g:&np=25;;;;
2015/2015;85.000;Automática;Hatchback;Gasolina e álcool;7;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-spicy-16v-flex-4p-automatico/3-portas/2015/37323491?pos=w37323491g:&np=25;;;;
2015/2015;85.000;Automática;Hatchback;Gasolina e álcool;7;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-spicy-16v-flex-4p-automatico/3-portas/2015/37323491?pos=w37323491g:&np=25;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37324685?pos=a37324685g:&np=26;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37324802?pos=b37324802g:&np=26;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37324802?pos=b37324802g:&np=26;;;;
