ano;km;cambio;carroceria;combustivel;final_de_placa;cor;aceita_troca;todas_as_revisoes_feitas_pela_concessionaria;ipva_pago;licenciado;garantia_de_fabrica;nao_identificado;link;todas_as_revisoes_feitas_pela_agenda_do_carro;unico_dono;blindado;alienado
2017/2018;49.487;Manual;Hatchback;Gasolina e álcool;8;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-5-anos-12v-flex-4p-manual/4-portas/2017-2018/37325236?pos=d37325236m:&np=26;;;;
2016/2017;55.578;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016-2017/37325299?pos=e37325299m:&np=26;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37563805?pos=f37563805m:&np=26;;;;
2012/2013;102.000;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-style-12v-flex-4p-manual/4-portas/2012-2013/37329008?pos=g37329008g:&np=26;;;;
2014/2014;160.000;Automática;Hatchback;Gasolina;3;Preto;;Sim;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/0-portas/2014/37329885?pos=h37329885a:&np=26;Sim;;;
2015/2015;83.000;Manual;Hatchback;Gasolina e álcool;2;Branco;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015/37330126?pos=i37330126g:&np=26;;;;
2015/2015;83.000;Manual;Hatchback;Gasolina e álcool;2;Branco;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015/37330126?pos=i37330126g:&np=26;;;;
2013/2014;70.000;Manual;Hatchback;Gasolina e álcool;3;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2013-2014/37331037?pos=k37331037a:&np=26;;Sim;;
2013/2014;70.000;Manual;Hatchback;Gasolina e álcool;3;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2013-2014/37331037?pos=k37331037a:&np=26;;Sim;;
2013/2014;70.000;Manual;Hatchback;Gasolina e álcool;3;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2013-2014/37331037?pos=k37331037a:&np=26;;Sim;;
2020/2020;24.124;Manual;Hatchback;Gasolina e álcool;5;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020/37335852?pos=n37335852g:&np=26;;;;
2020/2020;24.124;Manual;Hatchback;Gasolina e álcool;5;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020/37335852?pos=n37335852g:&np=26;;;;
2020/2020;24.124;Manual;Hatchback;Gasolina e álcool;5;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020/37335852?pos=n37335852g:&np=26;;;;
2020/2020;24.124;Manual;Hatchback;Gasolina e álcool;5;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020/37335852?pos=n37335852g:&np=26;;;;
2015/2016;76.130;Manual;Hatchback;Gasolina e álcool;3;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015-2016/37336439?pos=r37336439g:&np=26;;;;
2017/2017;55.900;Automática;Hatchback;Gasolina e álcool;6;Branco;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/3-portas/2017/37338027?pos=s37338027m:&np=26;;Sim;;
2019/2019;11.300;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37338398?pos=t37338398g:&np=26;;Sim;;
2019/2019;11.300;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37338454?pos=u37338454g:&np=26;;Sim;;
2019/2019;11.300;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37338454?pos=u37338454g:&np=26;;Sim;;
2019/2019;11.300;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;Sim;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37338454?pos=u37338454g:&np=26;;Sim;;
2019/2019;19.000;Manual;Hatchback;Gasolina e álcool;5;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2019/37340427?pos=x37340427g:&np=26;;;;
2020/2020;21.832;Manual;Hatchback;Gasolina e álcool;3;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2020/37346674?pos=a37346674g:&np=27;;Sim;;
2015/2015;94.643;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2015/37346876?pos=b37346876g:&np=27;;;;
2015/2015;94.643;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2015/37346876?pos=b37346876g:&np=27;;;;
2015/2015;94.643;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2015/37346876?pos=b37346876g:&np=27;;;;
2015/2015;94.643;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2015/37346876?pos=b37346876g:&np=27;;;;
2015/2015;94.643;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2015/37346876?pos=b37346876g:&np=27;;;;
2015/2015;94.643;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2015/37346876?pos=b37346876g:&np=27;;;;
2015/2015;94.643;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2015/37346876?pos=b37346876g:&np=27;;;;
2015/2015;94.643;Manual;Hatchback;Gasolina e álcool;1;Preto;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/3-portas/2015/37346876?pos=b37346876g:&np=27;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37563933?pos=j37563933m:&np=27;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37563933?pos=j37563933m:&np=27;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-16v-flex-vision-automatico/4-portas/2021-2022/37563933?pos=j37563933m:&np=27;;;;
2015/2016;68.322;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;Sim;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-style-12v-flex-4p-manual/4-portas/2015-2016/37352900?pos=m37352900g:&np=27;;;;
2016/2017;66.370;Manual;Hatchback;Gasolina e álcool;6;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016-2017/37353191?pos=n37353191g:&np=27;;;;
2019/2020;8.600;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2019-2020/37354314?pos=o37354314g:&np=27;;Sim;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37564941?pos=p37564941m:&np=27;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37564941?pos=p37564941m:&np=27;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37564941?pos=p37564941m:&np=27;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37564941?pos=p37564941m:&np=27;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37564941?pos=p37564941m:&np=27;;;;
2020/2021;8.800;Manual;Hatchback;Gasolina e álcool;6;Marrom;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020-2021/37357304?pos=u37357304g:&np=27;;;;
2020/2021;8.800;Manual;Hatchback;Gasolina e álcool;6;Marrom;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020-2021/37357304?pos=u37357304g:&np=27;;;;
2020/2021;8.800;Manual;Hatchback;Gasolina e álcool;6;Marrom;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2020-2021/37357304?pos=u37357304g:&np=27;;;;
2014/2015;58.000;Automática;Hatchback;Gasolina e álcool;2;Vermelho;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2014-2015/37364256?pos=x37364256g:&np=27;;;;
2014/2015;58.000;Automática;Hatchback;Gasolina e álcool;2;Vermelho;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2014-2015/37364256?pos=x37364256g:&np=27;;;;
2018/2018;52.800;Automática;Hatchback;Gasolina e álcool;8;Preto;;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2018/37371185?pos=b37371185a:&np=28;;;;
2019/2019;36.200;Manual;Hatchback;Gasolina e álcool;3;Prata;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2019/37371999?pos=c37371999g:&np=28;;;;
2016/2016;86.400;Manual;Hatchback;Gasolina e álcool;3;Marrom;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/3-portas/2016/37372883?pos=d37372883g:&np=28;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021-2022/37564889?pos=e37564889m:&np=28;;;;
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37375411?pos=f37375411g:&np=28;;;;
2020/2020;999.999;Manual;Hatchback;Gasolina e álcool;9;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2020/37375397?pos=g37375397g:&np=28;;;;
2019/2020;99.999;Manual;Hatchback;Gasolina e álcool;7;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2019-2020/37375403?pos=h37375403g:&np=28;;;;
2019/2020;99.999;Manual;Hatchback;Gasolina e álcool;7;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2019-2020/37375403?pos=h37375403g:&np=28;;;;
2016/2017;50.000;Manual;Hatchback;Gasolina e álcool;9;Azul;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016-2017/37375498?pos=j37375498g:&np=28;;;;
2016/2017;50.000;Manual;Hatchback;Gasolina e álcool;9;Azul;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016-2017/37375498?pos=j37375498g:&np=28;;;;
2013/2013;110.000;Manual;Hatchback;Gasolina e álcool;1;Vermelho;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-manual/4-portas/2013/37377200?pos=l37377200m:&np=28;;;;
2013/2013;110.000;Manual;Hatchback;Gasolina e álcool;1;Vermelho;Sim;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-style-16v-flex-4p-manual/4-portas/2013/37377200?pos=l37377200m:&np=28;;;;
2019/2019;20.825;Manual;Hatchback;Gasolina e álcool;4;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37378472?pos=n37378472m:&np=28;;;;
2019/2019;20.825;Manual;Hatchback;Gasolina e álcool;4;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37378472?pos=n37378472m:&np=28;;;;
2019/2019;20.825;Manual;Hatchback;Gasolina e álcool;4;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37378472?pos=n37378472m:&np=28;;;;
2019/2019;20.825;Manual;Hatchback;Gasolina e álcool;4;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2019/37378472?pos=n37378472m:&np=28;;;;
2018/2019;58.669;Manual;Hatchback;Gasolina e álcool;3;Cinza;Sim;Sim;Sim;Sim;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/4-portas/2018-2019/37384994?pos=r37384994g:&np=28;;Sim;;
2017/2018;52.336;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37385024?pos=s37385024g:&np=28;;;;
2017/2018;52.336;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37385024?pos=s37385024g:&np=28;;;;
2013/2014;87.600;Manual;Hatchback;Gasolina e álcool;4;Cinza;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-style-12v-flex-4p-manual/4-portas/2013-2014/37386044?pos=u37386044g:&np=28;;;;
2013/2014;87.600;Manual;Hatchback;Gasolina e álcool;4;Cinza;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-style-12v-flex-4p-manual/4-portas/2013-2014/37386044?pos=u37386044g:&np=28;;;;
2013/2014;87.600;Manual;Hatchback;Gasolina e álcool;4;Cinza;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-style-12v-flex-4p-manual/4-portas/2013-2014/37386044?pos=u37386044g:&np=28;;;;
2013/2014;87.600;Manual;Hatchback;Gasolina e álcool;4;Cinza;Sim;;Sim;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-style-12v-flex-4p-manual/4-portas/2013-2014/37386044?pos=u37386044g:&np=28;;;;
2014/2015;56.600;Automática;Hatchback;Gasolina e álcool;5;Cinza;;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-premium-16v-flex-4p-automatico/4-portas/2014-2015/35198306?pos=a35198306a:&np=29;Sim;Sim;;
2013/2013;78.000;Manual;Hatchback;Gasolina e álcool;5;Vermelho;;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-style-12v-flex-4p-manual/4-portas/2013/37397087?pos=b37397087a:&np=29;;;;
2012/2013;74.528;Manual;Hatchback;Gasolina e álcool;5;Vermelho;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/4-portas/2012-2013/37397615?pos=c37397615g:&np=29;;;;
2012/2013;74.528;Manual;Hatchback;Gasolina e álcool;5;Vermelho;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/4-portas/2012-2013/37397615?pos=c37397615g:&np=29;;;;
2012/2013;74.528;Manual;Hatchback;Gasolina e álcool;5;Vermelho;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-16v-flex-4p-manual/4-portas/2012-2013/37397615?pos=c37397615g:&np=29;;;;
2018/2018;28.000;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37404947?pos=f37404947g:&np=29;;;;
2018/2018;28.000;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37404947?pos=f37404947g:&np=29;;;;
2018/2018;28.000;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37404947?pos=f37404947g:&np=29;;;;
2018/2018;28.000;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37404947?pos=f37404947g:&np=29;;;;
2018/2018;28.000;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37404947?pos=f37404947g:&np=29;;;;
2018/2018;28.000;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37404947?pos=f37404947g:&np=29;;;;
2018/2018;28.000;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37404947?pos=f37404947g:&np=29;;;;
2018/2018;28.000;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37404947?pos=f37404947g:&np=29;;;;
2018/2018;28.000;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37404947?pos=f37404947g:&np=29;;;;
2018/2018;28.000;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37404947?pos=f37404947g:&np=29;;;;
2018/2018;28.000;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37404947?pos=f37404947g:&np=29;;;;
2018/2018;28.000;Manual;Hatchback;Gasolina e álcool;9;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-manual/4-portas/2018/37404947?pos=f37404947g:&np=29;;;;
2016/2017;63.600;Automática;Hatchback;Gasolina e álcool;3;Branco;;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2016-2017/37411202?pos=r37411202a:&np=29;;;;
2015/2016;62.446;Manual;Hatchback;Gasolina e álcool;5;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2015-2016/37412616?pos=s37412616g:&np=29;;Sim;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Preto;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-diamond-automatico/4-portas/2021-2022/37413206?pos=t37413206m:&np=29;;;;
2021/2022;0;Automática;Hatchback;Gasolina e álcool;;Preto;Sim;;;;Sim;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-tgdi-flex-diamond-automatico/4-portas/2021-2022/37413206?pos=t37413206m:&np=29;;;;
2019/2019;74.900;Manual;Hatchback;Gasolina e álcool;7;Branco;;Sim;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/0-portas/2019/37284454?pos=v37284454a:&np=29;Sim;Sim;;Sim
2021/2022;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-vision-manual/4-portas/2021-2022/37564960?pos=w37564960m:&np=29;;;;
2019/2019;43.389;Automática;Hatchback;Gasolina e álcool;2;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-6-comfort-plus-16v-flex-4p-automatico/4-portas/2019/37414285?pos=x37414285m:&np=29;;;;
2017/2018;30.445;Manual;Hatchback;Gasolina e álcool;1;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37415314?pos=a37415314g:&np=30;;;;
2017/2018;30.445;Manual;Hatchback;Gasolina e álcool;1;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017-2018/37415314?pos=a37415314g:&np=30;;;;
2015/2015;68.500;Manual;Hatchback;Gasolina e álcool;1;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2015/37417395?pos=c37417395g:&np=30;;;;
2019/2019;24.711;Manual;Hatchback;Gasolina e álcool;5;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-unique-12v-flex-4p-manual/3-portas/2019/37419755?pos=d37419755g:&np=30;;;;
2019/2019;23.000;Manual;Hatchback;Gasolina e álcool;6;Cinza;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2019/37421138?pos=e37421138g:&np=30;;;;
2021/2021;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021/37421114?pos=f37421114g:&np=30;;;;
2021/2021;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021/37421114?pos=f37421114g:&np=30;;;;
2021/2021;0;Manual;Hatchback;Gasolina e álcool;;Prata;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021/37421113?pos=h37421113g:&np=30;;;;
2017/2017;999.999;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37421129?pos=i37421129g:&np=30;;;;
2017/2017;999.999;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2017/37421129?pos=i37421129g:&np=30;;;;
2019/2019;45.087;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-copa-do-mundo-fifa-12v-flex-4p-manual/4-portas/2019/37421141?pos=k37421141g:&np=30;;;;
2019/2019;45.087;Manual;Hatchback;Gasolina e álcool;3;Branco;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-copa-do-mundo-fifa-12v-flex-4p-manual/4-portas/2019/37421141?pos=k37421141g:&np=30;;;;
2016/2017;86.400;Manual;Hatchback;Gasolina e álcool;9;Azul;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-12v-flex-4p-manual/4-portas/2016-2017/37421120?pos=m37421120g:&np=30;;;;
2021/2021;0;Manual;Hatchback;Gasolina e álcool;;Preto;Sim;;;;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-12v-flex-sense-manual/4-portas/2021/37421158?pos=n37421158g:&np=30;;;;
2018/2019;39.415;Manual;Hatchback;Gasolina e álcool;0;Branco;Sim;;Sim;Sim;;;https://www.webmotors.com.br/comprar/hyundai/hb20/1-0-comfort-plus-12v-flex-4p-manual/4-portas/2018-2019/37421242?pos=o37421242g:&np=30;;;;
